age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre,Cost_Per_Profile,Login_Frequency,Loyalty_Score,Estimated_Tenure_Days,Watch_Intensity
39,Other,Basic,10.6,53,North America,Laptop,8.99,1,PayPal,3,0.2,Comedy,2.9966666666666666,0.0185185185185185,0.1999999999999998,660,2.12
65,Other,Premium,13.71,4,South America,Desktop,17.99,0,Crypto,3,2.74,Sci-Fi,5.996666666666666,0.2,3.290000000000001,1440,37.565400000000004
70,Female,Basic,4.04,52,Asia,Mobile,8.99,1,Crypto,3,0.08,Drama,2.9966666666666666,0.0188679245283018,0.07773584905660341,1590,0.3232
23,Male,Premium,22.77,10,South America,TV,17.99,0,Credit Card,1,2.07,Sci-Fi,17.99,0.0909090909090909,2.258181818181818,180,47.1339
54,Female,Basic,18.84,49,South America,Mobile,8.99,1,Gift Card,1,0.38,Comedy,8.99,0.02,0.38439999999999996,1110,7.1592
30,Male,Basic,1.5,41,Europe,Tablet,8.99,1,Crypto,1,0.04,Romance,8.99,0.0238095238095238,0.03666666666666665,390,0.06
44,Other,Standard,1.46,59,North America,Tablet,13.99,1,PayPal,1,0.02,Documentary,13.99,0.0166666666666666,0.02466666666666657,810,0.0292
56,Male,Basic,2.02,23,North America,TV,8.99,1,Credit Card,5,0.08,Documentary,1.798,0.0416666666666666,0.08749999999999987,1170,0.1616
48,Male,Premium,0.84,43,Africa,Mobile,17.99,1,Crypto,4,0.02,Horror,4.4975,0.0227272727272727,0.019545454545454522,930,0.0168
56,Female,Basic,0.8,18,North America,Desktop,8.99,1,PayPal,3,0.04,Romance,2.9966666666666666,0.0526315789473684,0.04421052631578946,1170,0.032
40,Other,Premium,0.52,26,North America,Mobile,17.99,1,PayPal,2,0.02,Documentary,8.995,0.037037037037037,0.019999999999999983,690,0.010400000000000001
58,Male,Premium,3.2,53,Africa,Desktop,17.99,1,Crypto,1,0.06,Sci-Fi,17.99,0.0185185185185185,0.06037037037037032,1230,0.192
20,Male,Basic,3.02,2,Africa,Tablet,8.99,0,Debit Card,5,1.01,Action,1.798,0.3333333333333333,1.3433333333333333,90,3.0502000000000002
44,Other,Premium,3.38,6,Europe,Mobile,17.99,0,Credit Card,5,0.48,Horror,3.598,0.1428571428571428,0.5514285714285712,810,1.6223999999999998
58,Other,Basic,6.47,46,Africa,Tablet,8.99,1,Crypto,1,0.14,Horror,8.99,0.0212765957446808,0.14063829787234006,1230,0.9058
58,Male,Standard,19.25,2,Europe,Mobile,13.99,0,Credit Card,2,6.42,Drama,6.995,0.3333333333333333,8.556666666666667,1230,123.585
46,Other,Premium,26.06,4,Oceania,Desktop,17.99,0,PayPal,4,5.21,Action,4.4975,0.2,6.2540000000000004,870,135.77259999999998
51,Other,Standard,1.14,55,Asia,Laptop,13.99,1,Crypto,1,0.02,Drama,13.99,0.0178571428571428,0.020714285714285647,1020,0.022799999999999997
19,Female,Standard,6.61,18,Oceania,Desktop,13.99,0,Crypto,1,0.35,Documentary,13.99,0.0526315789473684,0.36631578947368404,60,2.3135
25,Male,Premium,0.98,30,North America,Mobile,17.99,1,Crypto,1,0.03,Horror,17.99,0.032258064516129,0.032580645161290285,240,0.0294
25,Male,Standard,0.45,2,Oceania,TV,13.99,1,Debit Card,1,0.15,Comedy,13.99,0.3333333333333333,0.19999999999999998,240,0.0675
50,Female,Basic,8.09,4,North America,Mobile,8.99,0,Debit Card,1,1.62,Action,8.99,0.2,1.9420000000000002,990,13.1058
30,Male,Standard,1.65,58,Europe,Mobile,13.99,1,Crypto,5,0.03,Horror,2.798,0.0169491525423728,0.028474576271186304,390,0.049499999999999995
41,Female,Premium,8.27,50,South America,TV,17.99,0,Credit Card,5,0.16,Romance,3.598,0.0196078431372549,0.1652941176470588,720,1.3232
40,Female,Standard,8.89,21,Oceania,Tablet,13.99,0,Gift Card,1,0.4,Documentary,13.99,0.0454545454545454,0.4222727272727268,690,3.5560000000000005
23,Female,Standard,6.25,54,North America,TV,13.99,0,PayPal,4,0.11,Documentary,3.4975,0.0181818181818181,0.11563636363636313,180,0.6875
28,Male,Basic,15.79,12,South America,Desktop,8.99,0,Gift Card,2,1.21,Action,4.495,0.0769230769230769,1.3076923076923073,330,19.1059
56,Male,Basic,5.08,60,South America,Tablet,8.99,1,Credit Card,4,0.08,Romance,2.2475,0.0163934426229508,0.08459016393442613,1170,0.40640000000000004
52,Other,Premium,21.99,19,Asia,Laptop,17.99,0,Gift Card,2,1.1,Drama,8.995,0.05,1.1545,1050,24.189
40,Female,Standard,11.91,4,Europe,Mobile,13.99,0,Debit Card,5,2.38,Comedy,2.798,0.2,2.858,690,28.3458
69,Other,Premium,8.09,54,Asia,Desktop,17.99,1,PayPal,2,0.15,Romance,8.995,0.0181818181818181,0.14981818181818116,1560,1.2135
67,Female,Standard,0.28,51,Asia,Laptop,13.99,1,Gift Card,1,0.01,Drama,13.99,0.0192307692307692,0.005576923076923069,1500,0.0028000000000000004
63,Other,Basic,19.68,7,Oceania,TV,8.99,0,Credit Card,3,2.46,Documentary,2.9966666666666666,0.125,2.7675,1380,48.4128
48,Other,Standard,3.97,1,South America,TV,13.99,0,Debit Card,5,1.99,Horror,2.798,0.5,2.98,930,7.9003000000000005
27,Female,Basic,0.67,22,Africa,Mobile,8.99,1,Crypto,2,0.03,Drama,4.495,0.0434782608695652,0.030434782608695643,300,0.0201
18,Female,Premium,4.94,39,South America,Mobile,17.99,1,Crypto,5,0.12,Horror,3.598,0.025,0.12650000000000003,30,0.5928
61,Female,Premium,41.68,54,Africa,Laptop,17.99,0,Crypto,3,0.76,Action,5.996666666666666,0.0181818181818181,0.7716363636363601,1320,31.6768
24,Male,Standard,16.21,6,Asia,Mobile,13.99,0,Gift Card,1,2.32,Documentary,13.99,0.1428571428571428,2.647142857142856,210,37.6072
60,Male,Premium,6.21,15,Asia,Mobile,17.99,0,Debit Card,3,0.39,Horror,5.996666666666666,0.0625,0.4125,1290,2.4219
19,Female,Premium,3.9,9,North America,Laptop,17.99,0,Credit Card,5,0.39,Romance,3.598,0.1,0.42900000000000005,60,1.521
50,Male,Premium,10.83,3,Africa,Laptop,17.99,0,Credit Card,3,2.71,Drama,5.996666666666666,0.25,3.385,990,29.3493
62,Other,Premium,5.98,48,North America,Tablet,17.99,1,Crypto,5,0.12,Documentary,3.598,0.0204081632653061,0.12448979591836722,1350,0.7176
53,Female,Standard,6.68,11,North America,Mobile,13.99,0,PayPal,4,0.56,Action,3.4975,0.0833333333333333,0.6033333333333332,1080,3.7408
18,Male,Premium,36.34,15,South America,Desktop,17.99,0,Debit Card,3,2.27,Action,5.996666666666666,0.0625,2.4131250000000004,30,82.49180000000001
52,Other,Standard,6.41,15,Oceania,TV,13.99,0,PayPal,1,0.4,Sci-Fi,13.99,0.0625,0.42562500000000003,1050,2.564
40,Other,Basic,6.48,51,Asia,Desktop,8.99,1,Credit Card,4,0.12,Drama,2.2475,0.0192307692307692,0.12692307692307672,690,0.7776000000000001
51,Female,Premium,1.46,35,Oceania,Tablet,17.99,1,PayPal,3,0.04,Action,5.996666666666666,0.0277777777777777,0.041666666666666546,1020,0.0584
36,Female,Standard,2.59,36,North America,Desktop,13.99,1,Debit Card,2,0.07,Comedy,6.995,0.027027027027027,0.07189189189189181,570,0.18130000000000002
30,Male,Standard,13.25,47,Asia,Laptop,13.99,0,Credit Card,4,0.28,Drama,3.4975,0.0208333333333333,0.28187499999999954,390,3.7100000000000004
54,Male,Standard,23.35,40,North America,Mobile,13.99,0,Credit Card,5,0.57,Horror,2.798,0.024390243902439,0.583414634146341,1110,13.3095
31,Female,Basic,35.35,14,Europe,Mobile,8.99,0,Crypto,5,2.36,Romance,1.798,0.0666666666666666,2.5139999999999976,420,83.426
26,Other,Standard,24.89,16,Asia,Desktop,13.99,0,PayPal,4,1.46,Romance,3.4975,0.0588235294117647,1.5499999999999998,270,36.3394
30,Male,Standard,45.29,29,South America,Tablet,13.99,0,Credit Card,5,1.51,Documentary,2.798,0.0333333333333333,1.5599999999999983,390,68.3879
67,Male,Basic,15.98,9,South America,TV,8.99,0,Credit Card,4,1.6,Sci-Fi,2.2475,0.1,1.7580000000000002,1500,25.568
60,Male,Standard,1.24,4,North America,Desktop,13.99,0,PayPal,2,0.25,Drama,6.995,0.2,0.298,1290,0.31
67,Female,Basic,9.91,18,North America,Desktop,8.99,0,Gift Card,5,0.52,Comedy,1.798,0.0526315789473684,0.5489473684210524,1500,5.1532
51,Male,Basic,5.69,36,Europe,TV,8.99,1,PayPal,3,0.15,Horror,2.9966666666666666,0.027027027027027,0.1578378378378377,1020,0.8535
31,Female,Standard,7.48,3,Africa,Tablet,13.99,0,Gift Card,2,1.87,Sci-Fi,6.995,0.25,2.3375000000000004,420,13.987600000000002
70,Male,Standard,9.54,60,Europe,TV,13.99,0,PayPal,5,0.16,Sci-Fi,2.798,0.0163934426229508,0.15901639344262275,1590,1.5264
42,Male,Basic,98.42,0,Asia,Desktop,8.99,0,Gift Card,5,98.42,Documentary,1.798,1.0,196.84,750,9686.4964
63,Male,Premium,7.82,57,South America,TV,17.99,0,Debit Card,5,0.13,Romance,3.598,0.0172413793103448,0.13706896551724115,1380,1.0166000000000002
58,Female,Basic,7.31,49,North America,Laptop,8.99,1,Gift Card,2,0.15,Romance,4.495,0.02,0.1492,1230,1.0964999999999998
28,Female,Standard,14.34,11,Asia,Desktop,13.99,0,Credit Card,5,1.2,Comedy,2.798,0.0833333333333333,1.2949999999999995,330,17.208
67,Other,Premium,22.63,33,Africa,Laptop,17.99,0,Gift Card,2,0.67,Documentary,8.995,0.0294117647058823,0.6852941176470576,1500,15.1621
21,Other,Standard,17.63,28,South America,Laptop,13.99,0,Credit Card,1,0.61,Documentary,13.99,0.0344827586206896,0.6289655172413783,120,10.754299999999999
67,Other,Premium,2.51,25,Africa,Tablet,17.99,1,Credit Card,3,0.1,Romance,5.996666666666666,0.0384615384615384,0.10038461538461523,1500,0.251
64,Other,Standard,8.08,12,Europe,Mobile,13.99,0,PayPal,4,0.62,Romance,3.4975,0.0769230769230769,0.669230769230769,1410,5.0096
40,Female,Basic,31.43,26,North America,Tablet,8.99,0,Crypto,1,1.16,Action,8.99,0.037037037037037,1.2070370370370358,690,36.4588
20,Male,Basic,8.91,28,Africa,TV,8.99,1,Crypto,2,0.31,Comedy,4.495,0.0344827586206896,0.3179310344827581,90,2.7621
37,Female,Standard,47.74,52,Oceania,Laptop,13.99,0,Gift Card,4,0.9,Action,3.4975,0.0188679245283018,0.9177358490565996,600,42.966
30,Other,Premium,12.88,54,Oceania,Desktop,17.99,1,Gift Card,4,0.23,Documentary,4.4975,0.0181818181818181,0.23836363636363533,390,2.9624
33,Other,Basic,24.5,46,Africa,TV,8.99,0,Credit Card,3,0.52,Sci-Fi,2.9966666666666666,0.0212765957446808,0.5323404255319135,480,12.74
54,Other,Premium,3.66,40,Oceania,TV,17.99,1,Gift Card,1,0.09,Documentary,17.99,0.024390243902439,0.09146341463414626,1110,0.3294
48,Male,Premium,7.86,40,Oceania,Desktop,17.99,1,Crypto,3,0.19,Horror,5.996666666666666,0.024390243902439,0.196341463414634,930,1.4934
41,Female,Basic,8.14,54,Europe,Mobile,8.99,1,Gift Card,5,0.15,Romance,1.798,0.0181818181818181,0.15072727272727207,720,1.221
48,Other,Standard,6.66,34,South America,Desktop,13.99,0,Debit Card,5,0.19,Horror,2.798,0.0285714285714285,0.19571428571428526,930,1.2654
57,Other,Standard,7.92,19,Oceania,Mobile,13.99,0,Gift Card,2,0.4,Horror,6.995,0.05,0.41600000000000004,1200,3.168
36,Female,Premium,19.63,1,North America,Desktop,17.99,0,Gift Card,2,9.81,Action,8.995,0.5,14.719999999999999,570,192.5703
47,Male,Premium,7.22,38,Europe,Desktop,17.99,1,Credit Card,2,0.19,Drama,8.995,0.0256410256410256,0.1899999999999997,900,1.3718
57,Other,Standard,1.1,26,Europe,Desktop,13.99,0,Credit Card,5,0.04,Sci-Fi,2.798,0.037037037037037,0.04222222222222218,1200,0.044000000000000004
39,Female,Basic,2.09,3,Oceania,Laptop,8.99,1,Crypto,3,0.52,Documentary,2.9966666666666666,0.25,0.6525,660,1.0868
48,Female,Basic,22.06,47,Africa,Desktop,8.99,1,Crypto,1,0.46,Sci-Fi,8.99,0.0208333333333333,0.46916666666666595,930,10.1476
41,Female,Basic,17.37,16,Oceania,Mobile,8.99,0,PayPal,2,1.02,Comedy,4.495,0.0588235294117647,1.0817647058823527,720,17.7174
68,Female,Standard,3.06,59,Europe,Desktop,13.99,1,Gift Card,5,0.05,Documentary,2.798,0.0166666666666666,0.05183333333333313,1530,0.15300000000000002
48,Male,Standard,1.93,50,Asia,TV,13.99,1,Gift Card,4,0.04,Drama,3.4975,0.0196078431372549,0.03862745098039216,930,0.0772
46,Other,Basic,9.61,15,Oceania,Tablet,8.99,0,PayPal,1,0.6,Comedy,8.99,0.0625,0.6381249999999999,870,5.765999999999999
31,Male,Standard,18.75,43,Oceania,Mobile,13.99,1,Gift Card,3,0.43,Action,4.663333333333333,0.0227272727272727,0.43590909090909036,420,8.0625
61,Male,Premium,9.71,36,Asia,Laptop,17.99,1,Debit Card,1,0.26,Drama,17.99,0.027027027027027,0.2694594594594592,1320,2.5246000000000004
38,Male,Basic,6.75,43,Asia,Mobile,8.99,1,PayPal,2,0.15,Horror,4.495,0.0227272727272727,0.15681818181818163,630,1.0125
40,Female,Basic,3.8,10,Africa,Desktop,8.99,1,Credit Card,3,0.35,Comedy,2.9966666666666666,0.0909090909090909,0.3772727272727272,690,1.3299999999999998
31,Male,Premium,5.69,22,North America,Mobile,17.99,0,Debit Card,4,0.25,Horror,4.4975,0.0434782608695652,0.2582608695652173,420,1.4225
62,Male,Standard,8.25,37,South America,Desktop,13.99,0,PayPal,5,0.22,Comedy,2.798,0.0263157894736842,0.22289473684210517,1350,1.815
66,Female,Premium,12.91,34,Asia,TV,17.99,1,Crypto,5,0.37,Sci-Fi,3.598,0.0285714285714285,0.3794285714285705,1470,4.7767
20,Female,Premium,11.48,30,South America,Tablet,17.99,0,Debit Card,1,0.37,Romance,17.99,0.032258064516129,0.3822580645161286,90,4.2476
68,Other,Premium,21.72,28,Europe,Desktop,17.99,0,Crypto,3,0.75,Sci-Fi,5.996666666666666,0.0344827586206896,0.7748275862068953,1530,16.29
39,Other,Basic,8.16,14,South America,Laptop,8.99,0,PayPal,1,0.54,Comedy,8.99,0.0666666666666666,0.5799999999999993,660,4.4064000000000005
32,Male,Basic,11.91,36,Asia,TV,8.99,1,Credit Card,5,0.32,Drama,1.798,0.027027027027027,0.3305405405405402,450,3.8112
51,Male,Premium,26.92,24,North America,Tablet,17.99,0,PayPal,1,1.08,Drama,17.99,0.04,1.12,1020,29.073600000000003
38,Female,Basic,24.57,2,Africa,Tablet,8.99,0,Gift Card,4,8.19,Comedy,2.2475,0.3333333333333333,10.919999999999998,630,201.2283
57,Male,Basic,5.09,53,Europe,Desktop,8.99,1,Crypto,2,0.09,Sci-Fi,4.495,0.0185185185185185,0.09592592592592583,1200,0.45809999999999995
54,Male,Basic,2.54,52,Europe,Laptop,8.99,1,PayPal,4,0.05,Romance,2.2475,0.0188679245283018,0.04886792452830166,1110,0.127
55,Female,Standard,25.31,51,Europe,TV,13.99,0,Gift Card,4,0.49,Horror,3.4975,0.0192307692307692,0.49615384615384533,1140,12.4019
63,Male,Premium,13.77,51,Africa,Mobile,17.99,1,Gift Card,5,0.26,Romance,3.598,0.0192307692307692,0.26980769230769186,1380,3.5802
18,Other,Premium,1.63,10,Africa,Desktop,17.99,0,Credit Card,4,0.15,Comedy,4.4975,0.0909090909090909,0.16181818181818178,30,0.24449999999999997
40,Female,Standard,6.2,10,North America,Tablet,13.99,0,Credit Card,3,0.56,Drama,4.663333333333333,0.0909090909090909,0.6145454545454544,690,3.4720000000000004
35,Other,Basic,25.11,3,Africa,Mobile,8.99,0,Crypto,2,6.28,Drama,4.495,0.25,7.8475,540,157.6908
47,Male,Premium,2.11,58,Oceania,Tablet,17.99,1,Gift Card,2,0.04,Horror,8.995,0.0169491525423728,0.03644067796610152,900,0.0844
39,Female,Standard,57.19,19,Africa,Mobile,13.99,0,Gift Card,5,2.86,Documentary,2.798,0.05,3.0025,660,163.56339999999997
52,Male,Basic,27.37,12,South America,TV,8.99,0,Credit Card,2,2.11,Romance,4.495,0.0769230769230769,2.267692307692307,1050,57.7507
68,Other,Basic,20.54,14,Africa,TV,8.99,0,PayPal,5,1.37,Sci-Fi,1.798,0.0666666666666666,1.4606666666666652,1530,28.1398
47,Other,Basic,14.8,19,Europe,Mobile,8.99,0,Credit Card,2,0.74,Romance,4.495,0.05,0.7770000000000001,900,10.952
45,Female,Premium,3.91,44,Africa,Desktop,17.99,1,Credit Card,3,0.09,Comedy,5.996666666666666,0.0222222222222222,0.0888888888888888,840,0.3519
18,Other,Premium,5.09,13,Asia,Desktop,17.99,0,Gift Card,2,0.36,Drama,8.995,0.0714285714285714,0.3892857142857141,30,1.8323999999999998
46,Other,Standard,16.08,40,Oceania,Desktop,13.99,1,Crypto,3,0.39,Action,4.663333333333333,0.024390243902439,0.4017073170731703,870,6.271199999999999
44,Other,Standard,8.65,60,Oceania,Tablet,13.99,1,Credit Card,1,0.14,Comedy,13.99,0.0163934426229508,0.14409836065573756,810,1.211
36,Other,Basic,1.82,55,Europe,Laptop,8.99,1,PayPal,2,0.03,Sci-Fi,4.495,0.0178571428571428,0.03303571428571418,570,0.0546
35,Other,Standard,9.43,10,South America,Laptop,13.99,0,PayPal,2,0.86,Horror,6.995,0.0909090909090909,0.9354545454545452,540,8.1098
43,Male,Premium,8.97,0,North America,TV,17.99,0,Gift Card,5,8.97,Documentary,3.598,1.0,17.94,780,80.46090000000001
57,Female,Standard,4.91,6,North America,Desktop,13.99,0,PayPal,1,0.7,Sci-Fi,13.99,0.1428571428571428,0.8014285714285712,1200,3.437
58,Male,Standard,4.83,49,Asia,TV,13.99,1,PayPal,4,0.1,Documentary,3.4975,0.02,0.0986,1230,0.48300000000000004
65,Female,Basic,4.09,18,Europe,Mobile,8.99,1,Credit Card,2,0.22,Drama,4.495,0.0526315789473684,0.22684210526315776,1440,0.8997999999999999
22,Female,Premium,26.81,4,Asia,TV,17.99,0,Debit Card,5,5.36,Romance,3.598,0.2,6.434000000000001,150,143.7016
68,Female,Basic,15.85,38,South America,TV,8.99,1,Crypto,2,0.41,Horror,4.495,0.0256410256410256,0.4169230769230762,1530,6.498499999999999
68,Male,Basic,3.01,27,Africa,Tablet,8.99,1,Crypto,3,0.11,Drama,2.9966666666666666,0.0357142857142857,0.11142857142857136,1530,0.3311
28,Male,Premium,4.49,50,Oceania,Desktop,17.99,1,Crypto,4,0.09,Drama,4.4975,0.0196078431372549,0.08980392156862745,330,0.4041
23,Female,Standard,2.63,4,Oceania,Mobile,13.99,0,PayPal,3,0.53,Comedy,4.663333333333333,0.2,0.6320000000000001,180,1.3939
51,Male,Standard,8.63,23,Oceania,Tablet,13.99,0,Debit Card,1,0.36,Drama,13.99,0.0416666666666666,0.37458333333333277,1020,3.1068000000000002
36,Male,Standard,8.87,36,North America,Desktop,13.99,1,Gift Card,2,0.24,Romance,6.995,0.027027027027027,0.24621621621621595,570,2.1287999999999996
68,Female,Premium,5.99,19,North America,Tablet,17.99,0,Gift Card,4,0.3,Romance,4.4975,0.05,0.3145,1530,1.797
25,Female,Premium,4.05,34,Asia,Desktop,17.99,1,Gift Card,2,0.12,Documentary,8.995,0.0285714285714285,0.11914285714285684,240,0.486
25,Male,Basic,14.39,53,North America,Tablet,8.99,1,Gift Card,4,0.27,Documentary,2.2475,0.0185185185185185,0.2714814814814812,240,3.8853000000000004
56,Female,Premium,19.03,37,South America,Tablet,17.99,0,Credit Card,1,0.5,Romance,17.99,0.0263157894736842,0.5139473684210524,1170,9.515
51,Other,Standard,4.98,28,South America,Tablet,13.99,1,Gift Card,5,0.17,Sci-Fi,2.798,0.0344827586206896,0.17758620689655144,1020,0.8466000000000001
57,Other,Basic,27.17,38,South America,TV,8.99,0,PayPal,5,0.7,Comedy,1.798,0.0256410256410256,0.7146153846153834,1200,19.019
24,Other,Standard,5.81,32,North America,TV,13.99,0,PayPal,4,0.18,Romance,3.4975,0.0303030303030303,0.1815151515151515,210,1.0457999999999998
23,Male,Standard,0.29,58,Europe,Desktop,13.99,1,Gift Card,2,0.0,Documentary,6.995,0.0169491525423728,0.004915254237288112,180,0.0
66,Other,Premium,10.48,29,Europe,Mobile,17.99,0,PayPal,3,0.35,Horror,5.996666666666666,0.0333333333333333,0.3609999999999996,1470,3.6679999999999997
36,Female,Premium,4.26,21,Europe,TV,17.99,0,PayPal,4,0.19,Horror,4.4975,0.0454545454545454,0.20227272727272705,570,0.8094
23,Other,Basic,0.03,60,North America,TV,8.99,1,PayPal,1,0.0,Comedy,8.99,0.0163934426229508,0.0004918032786885239,180,0.0
69,Male,Premium,9.8,56,Oceania,TV,17.99,1,Gift Card,2,0.17,Documentary,8.995,0.0175438596491228,0.17491228070175432,1560,1.6660000000000001
21,Male,Standard,13.79,39,Asia,Mobile,13.99,0,PayPal,5,0.34,Horror,2.798,0.025,0.35325,120,4.6886
27,Male,Premium,18.17,60,North America,Mobile,17.99,1,PayPal,2,0.3,Documentary,8.995,0.0163934426229508,0.3027868852459013,300,5.4510000000000005
58,Male,Premium,27.98,8,North America,Mobile,17.99,0,Crypto,1,3.11,Romance,17.99,0.1111111111111111,3.4544444444444444,1230,87.0178
37,Other,Standard,10.84,29,North America,Mobile,13.99,0,Crypto,4,0.36,Sci-Fi,3.4975,0.0333333333333333,0.3733333333333329,600,3.9023999999999996
45,Male,Premium,2.7,2,Europe,TV,17.99,0,Credit Card,4,0.9,Sci-Fi,4.4975,0.3333333333333333,1.2,840,2.43
25,Female,Premium,28.54,50,Europe,Tablet,17.99,0,PayPal,2,0.56,Documentary,8.995,0.0196078431372549,0.5705882352941176,240,15.9824
58,Female,Premium,3.44,17,Europe,Laptop,17.99,1,Crypto,3,0.19,Comedy,5.996666666666666,0.0555555555555555,0.20166666666666644,1230,0.6536
64,Female,Basic,12.14,50,Europe,Desktop,8.99,1,PayPal,3,0.24,Horror,2.9966666666666666,0.0196078431372549,0.2427450980392157,1410,2.9136
19,Female,Standard,10.38,58,Europe,Laptop,13.99,0,PayPal,5,0.18,Documentary,2.798,0.0169491525423728,0.1789830508474568,60,1.8684
44,Other,Basic,26.37,21,Oceania,Mobile,8.99,0,PayPal,5,1.2,Romance,1.798,0.0454545454545454,1.2531818181818166,810,31.644
57,Male,Basic,0.06,39,North America,TV,8.99,1,Crypto,4,0.0,Sci-Fi,2.2475,0.025,0.0015,1200,0.0
26,Female,Premium,0.97,49,South America,Mobile,17.99,1,PayPal,1,0.02,Action,17.99,0.02,0.0198,270,0.0194
37,Male,Basic,3.05,15,South America,Tablet,8.99,1,Gift Card,3,0.19,Sci-Fi,2.9966666666666666,0.0625,0.20249999999999999,600,0.5795
63,Other,Standard,0.83,41,Asia,Mobile,13.99,1,Gift Card,2,0.02,Comedy,6.995,0.0238095238095238,0.020238095238095232,1380,0.0166
59,Female,Basic,12.13,23,Asia,TV,8.99,0,Debit Card,5,0.51,Drama,1.798,0.0416666666666666,0.5266666666666658,1260,6.1863
65,Female,Basic,11.25,22,Oceania,Desktop,8.99,1,Crypto,3,0.49,Drama,2.9966666666666666,0.0434782608695652,0.5104347826086955,1440,5.5125
18,Other,Premium,2.19,24,Africa,Mobile,17.99,1,Crypto,1,0.09,Documentary,17.99,0.04,0.09119999999999999,30,0.1971
49,Female,Basic,17.05,16,Europe,Laptop,8.99,0,PayPal,4,1.0,Horror,2.2475,0.0588235294117647,1.061764705882353,960,17.05
59,Female,Basic,17.34,40,Europe,Mobile,8.99,1,Debit Card,3,0.42,Comedy,2.9966666666666666,0.024390243902439,0.4331707317073167,1260,7.2828
25,Female,Premium,0.27,60,North America,Tablet,17.99,1,Gift Card,1,0.0,Drama,17.99,0.0163934426229508,0.004426229508196716,240,0.0
25,Other,Basic,17.9,3,Oceania,Tablet,8.99,0,Crypto,3,4.47,Romance,2.9966666666666666,0.25,5.592499999999999,240,80.01299999999999
48,Male,Standard,5.33,31,North America,Tablet,13.99,1,Crypto,3,0.17,Documentary,4.663333333333333,0.03125,0.171875,930,0.9061000000000001
26,Other,Basic,0.75,59,North America,Tablet,8.99,1,Crypto,2,0.01,Horror,4.495,0.0166666666666666,0.012666666666666616,270,0.0075
25,Male,Standard,4.45,41,North America,TV,13.99,1,Gift Card,2,0.11,Documentary,6.995,0.0238095238095238,0.10857142857142854,240,0.48950000000000005
42,Female,Standard,2.96,30,Europe,TV,13.99,0,PayPal,5,0.1,Sci-Fi,2.798,0.032258064516129,0.09870967741935473,750,0.296
33,Female,Basic,0.6,41,South America,Tablet,8.99,1,Debit Card,3,0.01,Documentary,2.9966666666666666,0.0238095238095238,0.014523809523809519,480,0.006
58,Male,Standard,10.77,44,Oceania,TV,13.99,1,PayPal,1,0.24,Romance,13.99,0.0222222222222222,0.2446666666666664,1230,2.5848
66,Female,Premium,13.36,15,Africa,Desktop,17.99,0,Gift Card,5,0.83,Sci-Fi,3.598,0.0625,0.886875,1470,11.088799999999999
42,Male,Basic,20.9,42,Europe,Tablet,8.99,1,Credit Card,3,0.49,Drama,2.9966666666666666,0.0232558139534883,0.4974418604651146,750,10.241
50,Male,Premium,7.18,23,North America,TV,17.99,0,Credit Card,3,0.3,Action,5.996666666666666,0.0416666666666666,0.31166666666666615,990,2.154
40,Other,Basic,14.01,14,Europe,Laptop,8.99,0,Debit Card,3,0.93,Romance,2.9966666666666666,0.0666666666666666,0.9959999999999989,690,13.029300000000001
36,Female,Premium,16.68,60,Africa,TV,17.99,0,Credit Card,5,0.27,Horror,3.598,0.0163934426229508,0.27786885245901605,570,4.5036000000000005
48,Other,Premium,1.67,14,Asia,Laptop,17.99,1,Gift Card,3,0.11,Sci-Fi,5.996666666666666,0.0666666666666666,0.11866666666666655,930,0.1837
60,Other,Basic,14.45,52,Oceania,TV,8.99,1,PayPal,5,0.27,Drama,1.798,0.0188679245283018,0.2777358490566025,1290,3.9015
42,Male,Standard,7.63,32,Oceania,Tablet,13.99,1,Credit Card,2,0.23,Action,6.995,0.0303030303030303,0.23818181818181816,750,1.7549000000000001
31,Male,Standard,6.29,24,Asia,Laptop,13.99,0,Gift Card,3,0.25,Sci-Fi,4.663333333333333,0.04,0.2616,420,1.5725
34,Male,Standard,45.52,52,South America,Laptop,13.99,0,Credit Card,3,0.86,Action,4.663333333333333,0.0188679245283018,0.8750943396226375,510,39.147200000000005
21,Other,Basic,0.15,48,Asia,Mobile,8.99,1,Credit Card,4,0.0,Action,2.2475,0.0204081632653061,0.0030612244897959147,120,0.0
67,Female,Basic,19.58,44,Europe,Tablet,8.99,1,Debit Card,3,0.44,Romance,2.9966666666666666,0.0222222222222222,0.4448888888888884,1500,8.6152
30,Male,Standard,2.27,0,North America,Tablet,13.99,0,Crypto,2,2.27,Action,6.995,1.0,4.54,390,5.1529
55,Other,Premium,18.02,36,North America,Mobile,17.99,0,Credit Card,4,0.49,Romance,4.4975,0.027027027027027,0.5002702702702697,1140,8.829799999999999
20,Male,Standard,2.89,13,South America,Desktop,13.99,1,Debit Card,2,0.21,Sci-Fi,6.995,0.0714285714285714,0.22142857142857134,90,0.6069
52,Male,Premium,10.6,38,Africa,Desktop,17.99,0,Credit Card,4,0.27,Romance,4.4975,0.0256410256410256,0.27871794871794825,1050,2.862
45,Male,Premium,14.0,33,North America,TV,17.99,1,Credit Card,2,0.41,Horror,8.995,0.0294117647058823,0.42382352941176393,840,5.739999999999999
